Author,Title
"ABDUL KALAM, A P J",AVASARANGAL VELLUVILIKAL 
Philip G. Hill,Mechanics and Thermodynamics of Propulasion 
George P. Sutton,Rocket Propulsion elements 
"TURNER, JOHN",AUTOMOTIVE SENSORS 
"AIDAN, ODWYER",HAND BOOK OF PI D CONTROLLER TUNING RULES 
"Anderson,Norman N",Instrumentation for Process Measurement and Control 
"BHATTACHARYA, S K",CONTROL SYSTEM ENGINEERING 
"BROGAN, WILLIAM L",MODERN CONTROL THEORY 
"CHERNOUSKO, FELIX L",CONTROL OF NONLINEAR DYNAMICAL SYSTEMS  METHODS AND APPLICATIONS 
"Choudhury, Roy",Modern Control Engineering 
"DE SILVA, CLARENCE W",MODELING AND CONTROL OF ENGINEERING SYSTEMS 
"Djaferis, Theodore E",Automatic Control  The Power of Feedback using MATLAB Bookware Companion Series 
"Dorf, Richard C",Modern Control Systems 
"Ellis,George",Control System Design Guide  A Practical Guide 
"ELORANTA, VEKLI PEKKA",DESIGNING DISTRIBUTED CONTROL SYSTEMS 
GHOSH SMARAJIT,CONTROL SYSTEMS Theory and Applications 
"GOPAL, M",CONTROL SYSTEM  PRINCIPLES And DESIGN 
GOPAL M,Digital Control and State Variables Methods 
GOPAL M,MODERN CONTROL SYSTEM THEORY 
"Harriott,Peter",Process Control 
"JAIRATH, ANOOP",CONTROL SYSTEMS 
"JOHNSON, CURTIS D",CONTROL SYSTEMS TECHNOLOGY 
"KOENIG, DAVID M",PRACTICAL CONTROL ENGINEERING  A GUIDE FOR ENGINEERS MANAGERS AND PRACTITIONERS 
"KOVACIC, ZDENKO",FUZZY CONTROLLER DESIGN THEORY AND APPLICATIONS 
"Kuo, Benjamin C",Automatic Control Systems 
"MACMILLAN, GEREGORY",PROCESS INDUSTRIAL INSTRUMENTS AND CONTROLS HANDBOOK 
"MACKENROTH, U",ROBUST CONTROL SYSTEMS  THEORY AND CASE STUDIES 
MUNASINGHE,CLASSICAL CONTROL SYSTEMS 
"NAGOOR KANI, A",CONTROL SYSTEMS ENGINEERING 
Nagrath,TEXT BOOK OF CONTROL SYSTEMS ENGINEERING 
"Nakra, B C",Theory and Applications of Automatic Controls 
"OGATA, KASTSUHIKO",DISCRETETIME CONTROL SYSTEMS 
Rajeev Guptha,Control System Engineering
Richard C Dorf,Modern Control System 
"SIVANANDAM, DEEPA",CONROL SYSTEM ENGINEERING using MATLAB 
"SONI, K M",ADVANCED CONTROL SYSTEMS 
"Tripathi, Saurabh Mani",A Course in Modern Control System 
"Tripathi, S M",MODERN CONTROL SYSTEMS  AN INTRODUCTION 
VENKATESAN,INTEGRATED STATISTICAL AND AUTOMATED PROCESS CONTROL 
VISIOLI ANTONIO,PRACTICAL PID CONTROL 
"Zak,Stanislaw H.",System and Control 
ANAND KUMAR A,CONTROL SYSTEMS
"DORF, RICHARD C",MODERN CONTROL SYSTEM 
Ken Dulton,The Art of Control Engineering 
Enso econen,Advanced process identification and control 
IMTHIAS AHMED,CONTROL SYSTEM
I.J.Nagrath,A TEXTBOOK OF CONTROL SYSTEMS ENGINEERING 
"RAMACHANDRAN, K P",CONTROL ENGINEERING 
Robert N. Bateson,Introduction to Control System Technology Disk 
A. K. Jairath,Problems And Solutions of Control Systems 
"Kuo, Benjamin",Automatic Control System 
"MUTAMBARA, ARTHUR",DESIGN AND ANALYSIS OF CONTROL SYSTEM 
"FRANKLIN GENE F, POWELL DAVID, NAEINI",FEEDBACK CONTROL OF DYNAMIC SYSTEMS 
George Stephanpoulos,Chemical Process Control  An Introduction to Theory And Practice 
"JOHNSON, CURTIS D",PROCESS CONTROL INSTRUMENTATION TECHNOLOGY 
"PHILLIPS, CHARLES L",FEEDBACK CONTROL SYSTEMS 
"Stefani ,SHAHIAN",Design of Feedback Control Systems 
Sigurd Skoyertad,Multivariable fredback Control 
"JOE CHOW, FREDERICK",DISCRETE TIME CONTROL PROBLEMS USING MAT LAB 
PETER ROHNER,FLUID POWER LOGIC CIRCUIT DESIGN
"DAZZO, JOHN",LINEAR CONTROL SYSTEM ANALYSIS AND DESIGN WITH MATLAB 
Horacio J. Marquez,NonLinear Control Systems  Analysis and Design 
"NARASIMHAM, L RAYAPROLU",ANALYSIS OF LINEAR CONTROL SYSTEMS 
Gary Dunning,Introduction to Programmable Logic Controllers 
Dean K.Frederick,Feedback Control Problems Using MAT LAB and the Control System Toolbox 
APPUU KUTTAN KK,ROBOTICS 
"ASHITAVA, GHOSAL",ROBOTICS  FUNDAMENTAL CONCEPTS AND ANALYSIS 
"BELLOUARD, YVES",MICROROBOTICS 
CRAIG JOHN J.,ROBOTICS MECHANICS And CONTROL 
"DEB,S.R",ROBOTICS TECHNOLOGY AND FLEXIBLE AUTOMATION 
GONZALEZ,Robotics  Control Sensing Vision and Intelligence 
"GROOVER, MIKELL.P.",INDUSTRIAL ROBOTICS 
"JAIN, KC",ROBOTICS PRINCIPLES AND PRACTICE 
James G. Keramas,Robot Technology Fundamentals 
Klafter,Robotic Engineering  An Integrated Approach 
MAJA J MATARIC,ROBOTICS PRIMER 
MATHEW T.MASON,MECHANICS OF ROBOTIC MANIPULATION 
"MATHIA, KARL",ROBOTICS FOR ELECTRONICS MANUFACTURING  PRINCIPLES AND APPLICATIONS IN CLEANROOM AUTOMATION 
MITTAL R K,ROBOTICS AND CONTROL 
NAGARAJAN RAMACHANDRAN,INTRODUCTION TO INDUSTRIAL ROBOTICS 
NILANJAN DEY,EMVBEDDED SYSTEMS WITH ROBOTICS WITH OPEN SOURCE TOOLS 
"NOF, SHIMON Y",HANDBOOK OF INDUSTRIAL ROBOTICS 
"SAHA, S K",INTRODUCTION TO ROBOTICS 
Satya Renjan Deb,Robotics Technology and Flexible Automation 
"Schilling, Robert J.",Fundamentals of Robotics  Analyss and Control 
"SPONG, MARK",ROBOT MODELLING AND CONTROL 
"Yoshikawa ,Tsuneo",Foundation of Robotics  Analysis and Control 
Bruno Siciliano,Robotics Modelling Planning and Control
"VEPA, RANJAN",BIOMIMETRIC ROBOTICS MECHANISMS AND CONTROL 
Williams,PDA ROBOTICS 
R. Kelly,Control of Robot Manipulators in Joint Space 
Benjamin C.Kuo,Digital Control Systems 
"Franklin, Gene F",Digital Control of Dynamic Systems 
"GOPAL, M",DIGITAL CONTROL AND STATE VARIABLE METHODS  CONVENTIONAL AND INTELLIGENT CONTROL SYSTEMS 
"MANKE, B S",LINEAR CONTROL SYSTEMS 
Joseph F. Engelberger,Robertics in Service 
Dr. r kailash,Climate change and environment 
"Kolay, A. K.",Basic Concepts of soil Science 
"Tripathi, R.P.",Soil Erosion and Conservation 
LEKSHMI NAIR,MAGIC OVEN  PACHAKAVIDHIKAL 
Penny Warner,365 Toddler Tips  A Helpful Handbook for the Early Years 
"Abrams, Jay B",How to Value Your Business And Increase Its Potential 
"Basu, C R",Business Organization and Management 
Harry Onsman,Management Power tools  A guide to 20 of the most powerful management tools and techniques ever invented 
Susan Irelan,The Complete Idiots Guide to the Perfect Resume 
Ron Fry,101 Smart Questions to ASK on your Interview 
"COOPER, DONALD R",BUSINESS RESEARCH METHODS 
"COHEN, ISRAEL",SPEECH PROCESSING IN MODERN COMMUNICATION  CHALLENGES AND PERSPECTIVES 
BETTY JANE PUNNET,EXPERIENCING INTERNATIONAL BUSINESS AND MANAGEMENT 
Goldreich,Foundations of Cryptography Vol1Basic Tools 
"Ruzbeh, Bodhanwala j",Understanding and Analyzing Balance Sheets Using Excel R Worksheet 
"WILLIAM, DUNCAN",COST AND MANAGEMENT ACCOUNTING 
Bob Stone,Successful Direct Marketing Methods 
Ramachnadran T,Accounting for Management  MBA And MCA students 
Dean Juniper,How to Business Management Making Decisions 
N.G. Nair,Personal Management and Industrial Relations 
Hank Williams,The Essence of Managing People 
Kasturai &Sons,The Hindu Speakes on Management 
Amrit Tiwana,The Essential Guide to Knowledge Management  EBusiness and CRM Application 
"Back, Ken",Assertiveness at Work 
"BARUN, MITRA K",PERSONALITY DEVELOPMENT AND SOFT SKILLS 
"Bolchover, David",The 90 Minute Manager  Business lessons from the dugout 
"EMDEN, JOAN VAN",PRESENTATION SKILLS FOR STUDENTS 
"GOVINDARAJAN, M",PRINCIPILES OF MANAGEMENT 
Gupta K,Human Resource Development in Financial Sector 
"KALYANA, CHAKRAVARTHI T",SOFT SKILLS FOR MANAGERS 
Kesavan,Principles of Management 
KOONTZ HAROLD,ELLENTIALS OF MANAGEMENT 
"Massie,Joseph L.",Essentials of Management 
"MITRA, BARUN K",PERSONALITY DEVELOPMENT AND SOFTSKILLS 
"Raghav, Nandyal S",CMMI  A Framework for Building World Class software and System Enterprises 
"Satya Raju, R",Management  Text and Cases 
Shivaraj Kanungo T,CMMI Implementation Embarking on High Maturity Practices 
"Stoner, James A F",Management 
Vault,The American Business School Buzz Book 
"Weihrich,Heinz",Management  A global Perspective 
ARISH IBRAHIM,PRINCIPLES OF MANAGEMENT
Nag,Management Systems Quality Enveronment Health And Safety ISO9001  2000   ISO 14001 OHSAS 18001 
Chopra,CAT2004 IIM Entrance Test 
Linda K. Lau,Managing Business with SAP  Planning Implementation and Evaluation 
Chang Kang-tsung,Introduction to geographic information system 
"COLLINS, HEIDI",CORPORATE PORTALS 
"AGARWAL, R D",ORGANIZATION AND MANAGEMENT 
Bruce Joyce,Models of Teaching 
"KACAPYR, ELIA",INTRODUCTORY ECONOMETRICS FOR UNDERGRADUATES  ASTUDENTS GUIDE TO THE BASICS 
Lisa A.Mainiero,Developing Managerial Skills in Organizational Behavior  Exercises Cases and Readings 
"LUTHANS, FRED",Organizational Behavior 
"MIRZA , SAIYADAIN S",ORGANISATIONAL BEHAVIOUR 
"Newstrom, John W",Organizational Behavior  Human Behavior at Work 
Nirmal Singh,Management of Organisational Behaviour  Theories Practies and Techniques 
Richard W. Oliver,The Biotech Age  The Business of Biotech and How to Profit from it 
Ashok Nain,Professional Valuation Practice 
"BLANK, LELAND",BASICS OF ENGINEERING ECONOMY 
"Clark, Peter J.",Net Value  Value Dotcom Companies Uncovering the reality behind the Hype 
"CORNWALL, JEFREEY R",ENTERPRENEURIAL FINANCIAL MANAGEMENT 
Danielle Medina Walter,Doing Business Internationally 
"GRINOLD, RICHARD C",Active PortFolio Management  A Quantitative Approach For Providing Superior Rehirus and Controlling Risk 
"MORRIS, JAMES R",INTRODUCTION TO FINANCIAL MODELS FOR MANAGEMENT AND PLANNING 
"MARSHALL, JOHN F",FINANCIAL ENGINEERING A COMPLETE GUIDE TO FINANCIAL INNOVATION 
Prasanna Chandra,Financial Management Theory and Practice 
Salih N. Neftis Fame,Principles of Financial Engineering 
Sundara Rajan,Book of Financial Terms 
"Weaver, Samuel C",Finance and Accounting For Non Financial Managers 
"Young,David S",Eva And Value Based Management  a practical guide to implementation 
Nepolean Hill,Think and GrawRich 
Robert Kiyosaki,Rich Dad Poor Dad 
D. Kannappan,Mechanical Estimating and Costing 
"KHAN, M Y",INDIAN FINANCIAL SYSTEM 
Reghu Palat,How to Read Annual Reports And Balance Sheets 
"Coley, Soraya M",Proposal Writing Effective Grantsmanship 
Gautam Bhardwaj,The Future of Indias Debt Market 
"Pandey, I M",Venture Capital  The Indian Experience 
Marrison,The Fundamentals of Risk Measurement 
"PORTMAN, JACKIE",BUILDING SERVICES DESIGN MANAGEMENT 
"LEVITT, JOEL",HAND BOOK OF MAINTENANCE MANAGEMENT 
Prof. P. Gopalakrishnan,Maintenance and spare parts Management 
"SHIVANANDA, N K",WORLD CLASS MAINTENANCE MANAGEMENT 
Fred E. Mayers,Manufacturing Facilities Design and Material Handling 
"AMLAN, CHAKRABARTY",ENERGY ENGINEERING AND MANAGEMENT 
Arun Monappa,Industial Relations 
Fraidoon Mazda,Engineering Management 
KAILAS NARAYAN,TECHNOLOGY FROM BELOW HITECH AND BACKYARD INVENTORS 
"KHANNA, O.P",INDUSTRIAL ENGINEERING AND MANAGEMENT 
"MISHRA, R C",MAINTENANCE ENGINEERING AND MANAGEMENT 
Mishra Pathak,Maintenance Engineering And Management 
Nadha Muni Reddy,Industrial Engineering and Management Through Questions and Answers 
Sushil Kumar Srivastava,Industrial Maintenance Management 
"TELSANG, MARTAND",INDUSTRIAL ENGINEERING AND PRODUCTION MANAGEMENT 
Academy of Human Resources Development,Going Global Leveraging Human Potential 
Arun Monappa,Personnel Management 
"DESSLER, GARY",HUMAN RESOURCES MANAGEMENT 
Gary Dessler,Human Resource Management 
"GOMEZ MEJIA, LUIS R",COMPENSATION AND ORGANIZATIONAL PERFORMANCE  THEORY RESEARCH AND PRACTICE 
"Ivancevich, John M",Managing Einsteins  Leading HighTech workers in the Digital Age 
"RAJINDER, DHILLON S",DGP Kit of Interviews 
Udai Pareek,Training Instruments In HRD and OD 
Wendy Wyatt,How to Employ And Manage Staff 
Edward E. Scannell,More Games Trainess play  Exercises 
George M. Piskurieh,The ASTD Handbook of training design and Delivery 
Nigel Hunt,How to Conduct staff Appraisals 
Ann Dobson,How to write Business Letters 
"Cohen,William A",How to make it Big as a Consultant 
Joseph L. Massie,Essential of Management 
"KOFMAN, FRED",CONSCIOUS BUSINESS  HOW TO BUILD VALUE THROUGH VALUES 
"McGrath, S J",Basic Managerial Skills for All 
"Newstrom, John W",Games Trainers Play  Experiential Learning Excercises 
"Nilson, Carolyn",Team Games for Trainers 
"Plsek, Paid E.",Creativity innovation and quality 
"LEON, ALEXIS",ENTERPRISE RESOURCE PLANNING 
"OHMAE, KENICHI",The Mind of the Strategist  The Art of Japanese Business 
"Strassner, John",PolicyBased Network Management  Solutions For the Next Generation 
"Tompkins,James A",Facilities Planning 
Vinod Kumar Gorg,Enterprise Resource Planning  Concepts and Practice 
Barry J. Gibbons,If you Want to make God Really Laugh Show Him your Business Plan  The 101 Universal Law of Business 
Jack Trout,Trout On Strategy  Capturing Mindshare Conquering Market 
"BESTERFIELD, DALE H",TOTAL QUALITY MANAGEMENT 
"GIBSON, DARRIL",MANAGING RISK IN INFORMATION SYSTEMS 
"Janakiraman, V S",Decision Support Systems 
"Laudon, K C",Management of Information Systems 
"OBrien, James A",Management Information Systems  Managing Information Technology inthe Business Enterprises 
"TURNER, THOMAS N",Brainstorms  Creative Problem Solving 
"WHITMAN, MICHAEL E",PRINCIPLES OF INFORMATION SECURITY 
Paul C. Nutt,Why Decisionsfail  Avoiding the blunders and traps that lead to debackes 
"Bhattacharjee, s k",Fundamentals of PERTCPM and project management 
"WEIST, JEROME D",Management Guide to PERTCPM  With GERTPDMDCPM and other Networks 
"VOHRA, N D",Quantitative Techniques in Management 
"METTERS, RICHARD",Successful Service Operations Management 
"BAESENS, BART",ANALYTICS IN A BIG DATA WORLD  THE ESSENTIAL GUIDE TO DATA SCIENCE AND ITS APPLICATIONS 
"Davis, Gordon B.",Management Information Systems  Conceptual Foundation Structure and Development 
"FONG, JOSEPH",INFORMATION SYSTEMS REENGINEERING AND INTEGRATION 
"Gerald, Post V",Management Information Systems  Soling Business Problems with information Technology 
"Goyal, DP",Management Information Systems  Managerial Respectives 
"HALLOWS, JOLYON",INFORMATION SYSTEMS PROJECT MANAGEMENT  HOW TO DELIVER FUNCTION AND VALUE IN INFORMATION TECHNOLOGY PROJECTS 
"JAISWAL,MAHADEO",Management information systems 
"LARMAN, CRAIG",AGILE And ITERATIVE DEVELOPEMENT  A MANAGERS GUIDE 
Lucey T,Management Information system 
"Schultheis, Robert",Management Information Systems  The Managers View 
CARMICHAEL,PROBLEM SOLVING FOR ENGINEERS 
"Choudhury, S",Project Management 
"FEWINGS, PETER",CONSTRUCTION PROJECT MANAGEMENT AN INTEGRATED APROACH 
"GREENE, JENNIFER",HEAD FIRST PMP  A BRAIN FRIENDLY GUIDE 
Joseph Philips,IT Project Management  On track from start to Finish 
"Lewis, James P",Project Planning Scheduling And Control A Handson Guid to Bringing Projects in On Time and on Budget 
"MAYLOR, HARVEY",PROJECT MANAGEMENT 
"Meredith, Jack R",Project Management  A Managerial Approach 
Parameshwar P. Iyer,Engineering Project Management  With Case Studies 
Prasanna Chandra,Projects Planning Analysis Selection Financing Implementation and Review 
Thomas Pyzdek,The six Sigma Project Planner  A stepbystep Guide to Leading a Six Sigma Project Through DMAIC 
SANDRA CHRISTENSEN WEBER,SCHEDULING CONSTRUCTION PROJECTS
Bonham stephen S,IT Project Port Folio Management 
"KUCZMARSKI, THOMAS D",Innovation Leadership Strategies for the Competative Edge 
"Wind, Yoram",Power of Impossible ThinkingTransform the Business of Your life and the Life of Your Business 
"BOWERMAN, KAREN DILL",THE BUSINESS OF LEADERSHIP  AN INTRODUCTION 
"DiBrin, Andrew J",Leadership Research findings Practice And Skills 
"HAMMER, KAY",Workplace Warrior Insights and Advice for Winning on the Comporate Batterfield 
"Neil,William J O",Business Leaders And Success  55 Top Business Leaders And How They Achieved Greatness 
"Newstrom, John",The bigbook of Team Building Games  Trust Building actives Team spirit Experience and Functioning 
"SHAFFER, JIM",The Leadership Solution 
"SivathanuPillai, A",Technology Leadership  A Revolution in the Making 
Robert J. Allio,The Seven Faces of Leadership 
Oren Harari,The Leadership Secrets of Colinpowell 
Robert S.Later,29 Leadership Secrets from Jack Weltch  Abridged from Get Better or Get Better or Get Beaten 
Jeetendra Jain,Sack the CEO 
Shrinivas Pandit,Examplary CEOS  Insights on organisational Transformation 
"HISRICH, ROBERT D, MANIMALA, MATHEW J, PETERS, MICHAEL P",ENTREPRENEURSHIP 
"HOLT, DAVID H",Entrepreneurship New Venture Creation 
"PETER, H",YOUTH ENTREPRENEURSHIP everywhere in developing countries To turn job seekers into jobcreators 
"Chellamal, V",Learning to Communicate  A Resource Book for Scientists And Technologists English I And II 
John Baldoni,Great Communication Secrets of Great Leaders 
Prajati Prasad,Communication Skills for Engineers and Professional 
"Raymond Lesikar, V",Business Communication Theory and Applications 
"SHARMA, R C, KRISHNAMOHAN",BUSINESS CORRESPONDENCE AND REPORT WRITING 
SUNITA MISHRA,COMMUNICATION SKILLS FOR ENGINEERS 
"TOOGOOD, GRANVILLE",The Articulate Executive  Learn to Look Act and Sound Like a Leader 
"ZAREMBA, ALAN JAY",CRISIS COMMUNICATION  THEORY AND PRACTICE 
KAILAS SREE CHANDRAN,MANAGEMENT FOR ENGINEERS
"George, Mike",What is learn sigma 
Naseem Ahmed,Managing Disasters 
O.P. Khanria,Industrial Engineering and Management 
Nadha Muni Reddy,Industrial Engineering and Management  Through Question and Answer 
O.P. Khanna,Industrial Engineering and Management with an Appondix introducing ISO 9000 Quality Systems 
"BENNETT, ROGER",INTERNATIONAL BUSINESS 
"Chitale ,A.K.",Product Design and Manufacturing 
"FRAZELLE, EDWARD H",Supply Chain strategy The Logistics of Supply Chain Management 
"Gorchels, Linda",The Product Manageers Field Guid  Practical Tools Exercises and Resources For Improved Product Management 
"HAMILTON, SCOTT",Maximizing Your ERP System  A practical guide for managers 
"Krajeswski, Lee J",Operations Managements  Strategy and Analysis 
"KRISHNASWAMY, K N",CASES IN PRODUCTION OPERATIONS MANAGEMENT 
"Mahapatra, P B",ComputerAided Production Management 
Mahadevan,The New Manufacturing Architecture 
"MUKHERJEE, P N",OPERATIONS MANAGEMENT AND PRODUCTIVITY 
Narang,Production and Costing For Students of Diploma and Degree 
Ramamurthy,Production and Operations Management 
"RAVI, KALAKOTA",FRONTIERS OF ELECTRONIC COMMERCE 
Sarika Kulkarni,Supply Chain Management  Creating Linkages for Faster Business Turnorouna 
Saxena,PRODUCTION AND OPERATION MANAGEMENT 
"Schreeder, Roger G",Operations Management Contemporary concepts and Cases 
Seetharama L. Narasimhan,Production Planning and Inventory Control 
"SHARMA, S K",A COURSE IN INDUSTRIAL ENGINEERING AND OPERATIONS MANAGEMENT 
JEREMY F.SHAPIRO,MODELING THE SUPPLAY CHAIN
DAVID SIMCHI-LEVI,DESIGNING AND MANAGING THE SUPPLY CHAIN CONCEPTSSTRATEGIES AND CASE STUDIES
Banga,Industrial Engineering Management 
O.P. Khanna,Industrial Engineering and Management with an Appendix introducing ISO 9000 Quality Systems 
DAVID SIMCHI-LEVI,THE LOGIC OF LOGISTICS 
"N. Mohan, etc",Textbook of industrial Management 
"FREIVALDS, ANDRIS",NIEBELS METHODS STANDARDS AND WORK DESIGN 
Bertrand L.Hansen,Quality Control and Application 
BUFFA.S.ELWOOD,MODERN PRODUCTIONOPERATIONS MANAGEMENT 
"Dahlyard, Jens J",Fundamentals of total quality Management 
"Juran, Joseph M",Architect of Quality 
"Logothetis, N",Managing for Total Quality  For Deming to Taguchi and SPC 
Mohamed Zairi,Total Quality Management for Engineers 
"Paranthaman, D.",Quality Control 
"Rampersad, Hubert K",Managing Total Quality  Enchancing Personal and Company Value 
SUGANTHI.L,TOTAL QUALITY MANGAGEMENT 
"SundaraRaju, S M",Total Quality Management  A Primer 
Goldenberg Jacob,Creativity in product innovation 
"KENNETH, KHAN B",PRODUCT PLANNING ESSENTIALS 
Ashok Ganguly,Businessdriven Research and Development  Managing Knowledge to Create Wealth 
P. Gopalakrishnan,Purchasing and Material Management 
"Dutta, A K",Materials Management  Procedures Text and Cases 
"GOPALAKRISHNAN, P",HANDBOOK OF MATERIALS MANAGEMENT 
NISHA JAIN,Materials Management in India 
"Bowersox, Donald J",Supply Chain Logistics Management
Kalavathy S,Operations 
Roger G. Schroeder,Operations Management  Contemporary Concepts and cases 
Melnyk,Operations ManagementA ValueDriven approach 
Robert T. Kiysaki,The Business School for people who like helping people The right hidden volues of a network marketting business otherthan making money 
Gerard J. Tellis,Will And Vision  How latecomers grow to dominate markets 
"HUNT, SHELBY D",MARKETING THEORY  FOUNDATIONS CONSTRUCTION STRATEGY RESOURCE ADVANTAGE THEORY 
"KOTLER, PHILIP, KELLER, KEVER LANE",Marketing Management 
"Marconi, Joe",Reputation Marketing  building and sustaining your organizations greatest asset 
New York Institute of Finance,How the Bond Market Works 
Philip Kotler,Principles of Marketing 
RAJAN SAXENA,MARKETING MANAGEMENT 
Sultan Kermally,Gurus On Marketing 
Sunil Chopra,Supply Chain Management  Strategy Planning and Operation 
"TURNER ,Marcia Layton",How to Think like The Worlds Greatest Marketing Minds  The Leaders Edge 
"Zeithaml, Valarie A.",Services Marketing  Integrating Customer Focus Across the Firm 
Bradford C. Kirk,Lessons from a Cheif Marketing Officer 
Andrew J.DuBrain,The Complete Idiots Guide to Leadership 
Jim Kasper,Short Cycle Selling 
Marc Dorio,The Complete Idiots Guide to Getting the Job You Want 
"PARINELLO, ANTHONY",The Complete Idiots Guide to Dynamic Selling 
Tom Reilly,ValueAdded Selling   
Mary Naylor,Customer Chemistroy  How to keep the customer you want and say Good bye to the Ones Youdont 
"Newell, Frederick",Why CRM Doesnt work  How to win by letting Customers Manage the Relationship 
"OLIVER, RICHARD L",SATISFACTION  A BEHAVIORAL PERSPECTIVE ON THE CONSUMER 
RAMANUJ MAJUMDAR,MARKETING RESEARCH TEXT APPLICATION AND CASE STUDIES 
"LANTOS, GEOFFREY P",CONSUMER BEHAVIOR IN ACTION 
"Loudon, David L",Consumer Behavior Concepts and Applications 
Arthur Middleton Hughes,The Customer Loyalty Solution What works and what doesnt in customer Loyalty Programming 
"Aspatore ,Jonathan R.",Digital Rush Nine Internet Start Ups in the Race for DotCom Riches 
Bharat Bhasker,Electronic Commerce Frame work Technologics and Applications 
"Canzer,Brahm",EBusiness and Commerce strategic Thinking and Practice 
Denny Hatch,2239 Tested Secrets for Direct Marketing Success 
"GREENSTEIN, MARILYN",ELECTRONIC COMMERCE  SECURITY RISK MANAGEMENT AND CONTROL 
"Gutzman, Alexis D",The ECommerce Arsenal  12 Technologies You need to Prevail in the Digital Arena 
Kamlesh K.Bajaj,ECommerce  The Cutting Edge of Business 
"LOSHIN, PETE",ELECTRONIC COMMERCE 
Martin T. Focasio,The efactor Building a 247 CustomerCentric Electronic Business for the Internet Age 
Mehraj Thakkar,ECommerce Application Using Oracle8i and Java from Scratch 
P.T.Joseph,ECommerce  A Managerial Perspective 
Ravi Kalakota,Electronic Commerce  A Managers Guide 
Renda Kienan,Managing Your eCommerce business 
"SCHNEIDER, GARY",EBusiness 
"SOPLE, VINOD.V",MANAGING INTELLECTUAL PROPERTY  THE STRATEGIC IMPERATIVE 
"STERLING, DONALD J",THE INDUSTRIAL ETHERNET NETWORKING GUIDE 
Turban ,Electronic Commerce  a Managerial Perspective 
"Whiteley, David",eCommerce strategy Technologies And Applications 
"Del Gaizo, Edward R.",Secrets of TopPerforming Salespeople 
John Hartley,Electronic Data Interchange  Gateway to worldclass supply chain Management 
GARY.P. SCHEIDER,E COMMERCE 
Aravidam Chaudhuri,Count Your Chickens Before they Hatch 
KOCHOUSEPH CHITTILAPPILLY,PRACTICAL WISDOM 
